nct_id,org_name,org_class,brief_title,overall_status,why_stopped,collaborators,has_dmc,fda_regulated_drug,fda_regulated_device,phase,conditions,keywords
NCT06321380,"University Hospital, Grenoble",OTHER,Working Memory Functioning in Alzheimer's Disease and Vascular Dementia,NOT_YET_RECRUITING,,"[{'name': 'University Grenoble Alps', 'class': 'OTHER'}, {'name': 'Université Savoie Mont Blanc', 'class': 'OTHER'}, {'name': 'Centre National de la Recherche Scientifique, France', 'class': 'OTHER'}, {'name': 'Laboratoire de Psychologie et NeuroCognition', 'class': 'OTHER'}]",False,False,False,,"['Alzheimer Disease', 'Vascular Dementia', 'Mixed Dementias']","['Working memory', 'Alzheimer disease', 'Vascular dementia', 'Mixed dementia', 'Complex span task']"
NCT06803823,Ono Pharmaceutical Co. Ltd,INDUSTRY,A Study of ONO-2020 in Patients With Agitation Associated With Alzheimer's Disease Dementia,RECRUITING,,,False,False,False,PHASE2,"[""Agitation Associated With Alzheimer's Disease Dementia""]",
NCT05245903,Mclean Hospital,OTHER,Passive Sensor Identification of Digital Biomarkers to Assess Effects of Orally Administered Nicotinamide Riboside,UNKNOWN,,"[{'name': 'National Institute on Aging (NIA)', 'class': 'NIH'}]",,False,False,,"['Alzheimer Disease', 'Dementia Alzheimers', 'Dementia', 'Cognitive Impairment', 'Mild Cognitive Impairment', 'Neurodegenerative Diseases', 'Neurocognitive Disorders', 'Neurocognitive Dysfunction', 'Cognitive Dysfunction', 'Mental Disorder']","['Passive sensing', 'Digital phenotyping', ""Alzheimer's Dementia"", 'Mild Cognitive Impairment', 'Digital biomarker']"
NCT03027726,University of the Basque Country (UPV/EHU),OTHER,Prevention of Diabetes in Overweight/Obese Preadolescent Children,COMPLETED,,"[{'name': 'Ministerio de Economía y Competitividad, Spain', 'class': 'OTHER_GOV'}, {'name': 'Universidad Pública de Navarra', 'class': 'OTHER'}]",False,False,False,NA,['Overweight Children With Type 2 Diabetes Risk'],
NCT06267625,Izmir Democracy University,OTHER,Physical Impairments in Elderly Individuals,RECRUITING,,,False,False,False,,['Aging Disorder'],"['elderly individuals', 'older adults', 'dyspnea', 'posture', 'functional mobility', 'balance', 'muscle strength']"
NCT04044131,Istanbul Medipol University Hospital,OTHER,Metabolic Cofactor Supplementation in Alzheimer's Disease (AD) and Parkinson's Disease (PD) Patients,COMPLETED,,"[{'name': 'ScandiBio Therapeutics AB', 'class': 'INDUSTRY'}, {'name': 'Alanya Alaaddin Keykubat University', 'class': 'OTHER'}, {'name': 'Sahlgrenska University Hospital', 'class': 'OTHER'}, {'name': 'KTH Royal Institute of Technology', 'class': 'OTHER'}]",,False,False,PHASE2,"['Alzheimer Disease', 'Parkinson Disease']",
NCT05006846,"Q2i, LLC",INDUSTRY,Technology for MAT in Primary Care - Phase 1,COMPLETED,,"[{'name': 'University of California, Los Angeles', 'class': 'OTHER'}, {'name': 'National Institute on Drug Abuse (NIDA)', 'class': 'NIH'}]",False,False,False,,['Opioid-use Disorder'],"['Opioid use disorder', 'Primary care', 'Technological solutions', 'Medication for opioid use disorder', 'mHealth']"
NCT06359990,Rush University Medical Center,OTHER,BrotherlyACT: A Tech-Enhanced Violence and Substance Use Intervention for Black Boys and Young Men,ACTIVE_NOT_RECRUITING,,,True,False,False,NA,"['Violence in Adolescence', 'Substance Use', 'Avoidance of Healthcare']","['Youth violence', 'Substance use', 'Experiential avoidance', 'African American', 'Youth', 'Males', 'mHealth']"
NCT05827302,University of Alberta,OTHER,Integrating ePReBMs From Phoenix in Respiratory Diseases,TERMINATED,Resource Issues,,False,False,False,NA,"['Pulmonary Hypertension', 'COPD', 'Interstitial Lung Disease', 'Healthy Volunteers']",
NCT04898179,Istituti Clinici Scientifici Maugeri SpA,OTHER,Support for COVID19 Patients at Home,COMPLETED,,"[{'name': 'Istituto Auxologico Italiano', 'class': 'OTHER'}, {'name': 'Azienda Ospedaliera Bolognini di Seriate Bergamo', 'class': 'OTHER'}, {'name': 'Azienda Socio Sanitaria Territoriale di Bergamo', 'class': 'UNKNOWN'}, {'name': 'University of Bergamo', 'class': 'OTHER'}]",False,False,False,,['COVID19 Patients'],
NCT05204004,Royal Brompton & Harefield NHS Foundation Trust,OTHER,The Sunrise OSA Trial,COMPLETED,,"[{'name': 'NHS Highlands', 'class': 'OTHER'}]",False,False,False,NA,['Obstructive Sleep Apnea'],
NCT06630637,Institute for Digital Medicine (WisDM),OTHER,Monitoring Intermittent Fasting for Human Optimization Using Wearable Technology: An N-of-1 Study,NOT_YET_RECRUITING,,,False,False,False,NA,"['Intermittent Fasting', 'Healthy', 'Digital Health']","['Continuous Glucose Monitoring (CGM)', 'Intermittent Fasting (IF)', 'Ketone Measurement', 'Wearable Technology', 'Exercise Routines', 'Heat/Cold Interventions', 'Diet and Supplements', 'Human Optimization', 'N-of-1', 'Single Participant', 'Personalized Health', 'Digital Health', 'Sensors']"
NCT06193707,Qianfoshan Hospital,OTHER,Intelligent Remote Intervention for High-risk Breast Cancer Populations,NOT_YET_RECRUITING,,,,False,False,NA,"['Ultrasonography', 'Breast Neoplasm Female', 'Breast Carcinoma', 'Health Education']",
NCT06774261,Helse Stavanger HF,OTHER_GOV,"Phenserine on the Alzheimer's Treatment Horizon, Study 1",NOT_YET_RECRUITING,,"[{'name': 'Helse Fonna', 'class': 'OTHER'}, {'name': 'St. Olavs Hospital', 'class': 'OTHER'}, {'name': 'University Hospital of North Norway', 'class': 'OTHER'}, {'name': 'University of Exeter', 'class': 'OTHER'}, {'name': 'National Institutes of Health (NIH)', 'class': 'NIH'}]",True,False,False,PHASE1,"['Alzheimer Disease', 'Mild Cognitive Impairment']","['Alzheimer&#39;s Disease', 'Phenserine', 'Donepezil', 'Randomized Controlled Trial', 'Cognitive Decline']"
NCT02221622,University of Southern California,OTHER,Allopregnanolone for Mild Cognitive Impairment Due to Alzheimer's Disease or Mild AD,COMPLETED,,"[{'name': 'National Institute on Aging (NIA)', 'class': 'NIH'}]",True,,,PHASE1,"['Mild Cognitive Impairment', 'Alzheimer Disease']","[""Alzheimer's disease"", 'Mild Cognitive Impairment', 'Dementia', 'Regenerative therapeutic']"
NCT04191772,Hasselt University,OTHER,The Impact of Training on Sitting Time and Brain Volumes in Multiple Sclerosis.,COMPLETED,,,False,False,False,NA,['Multiple Sclerosis'],"['Sedentary time', 'Exercise', 'Brain volume', 'Health-related variables', 'Immunological variables', 'Multiple Sclerosis']"
NCT05274152,Sheffield Hallam University,OTHER,Using Immersive Virtual Reality for Children's Lower Limb Rehabilitation,COMPLETED,,"[{'name': 'Sheffield Teaching Hospitals NHS Foundation Trust', 'class': 'OTHER'}]",False,False,False,NA,"['Virtual Reality', 'Physical Rehabilitation', 'Lower Limb Injury', 'Paediatric']",
NCT06843187,Unity Health Toronto,OTHER,Lemborexant for the Treatment of Residual Insomnia in Major Depressive Disorder (MDD),NOT_YET_RECRUITING,,"[{'name': 'University of Toronto', 'class': 'OTHER'}, {'name': 'Centre for Addiction and Mental Health', 'class': 'OTHER'}, {'name': 'Toronto Metropolitan University', 'class': 'OTHER'}]",False,True,False,PHASE2,"['Major Depressive Disorder(MDD)', 'Insomnia Comorbid to Psychiatric Disorder']","['Lemborexant', 'Residual Insomnia', 'Major depressive disorder (MDD)', 'Ecological momentary assessments (EMA)', 'Wearable devices', 'Remote measurement-based care', 'Randomized controlled trial', 'Digital health monitoring', 'Feasibility trial', 'Pilot study', 'Placebo-controlled']"
NCT00544856,Ludwig-Maximilians - University of Munich,OTHER,Effects of a Complex Cognitive Training in Mild Cognitive Impairment and Mild Alzheimer's Disease,COMPLETED,,,,,,NA,"[""Alzheimer's Disease"", 'Cognitive Impairment']","[""mild Alzheimer's disease"", 'mild cognitive impairment']"
NCT04608617,"Viz.ai, Inc.",INDUSTRY,SYNCHRONISE: LVO Triage Timing and Outcome Study,COMPLETED,,,False,False,True,,"['Stroke, Ischemic']","['Artificial Intelligence', 'Large Vessel Occlusion']"
NCT04669574,National Institutes of Health Clinical Center (CC),NIH,Assessing Sleep and Circadian Rhythms in Primary Brain Tumors Patients,COMPLETED,,,,False,False,,"['Sleep Circadian Rhythms', 'Chronodisruption']","['Sleep Disturbance', 'smart wearable', 'Patient-Reported Outcomes', 'Natural History']"
NCT02861846,Hospices Civils de Lyon,OTHER,Predictive Value of Biomarkers of the Alzheimer's Disease (AD) in Elderly Patients With New-onset Epilepsy,COMPLETED,,,False,False,False,NA,['Epilepsy'],"['epilepsy', 'Alzheimer', 'biomarkers', 'predictive value']"
NCT00988598,Pfizer,INDUSTRY,"A Brief Study To Evaluate The Safety, Tolerability, And Blood Levels Of Multiple Doses Of PF-044467943 Or Placebo In Combination With Donepezil In Subjects With Mild To Moderate Alzheimer's Disease",COMPLETED,,,False,,,PHASE1,"[""Alzheimer's Disease""]","[""phase 1 Alzheimer's disease donepezil""]"
NCT06324981,"University of Colorado, Denver",OTHER,Using AI Text Messaging to Improve AHA's Life's Essential 8 Health Behaviors,RECRUITING,,"[{'name': 'National Heart, Lung, and Blood Institute (NHLBI)', 'class': 'NIH'}]",True,False,False,NA,"['Cardiovascular Diseases', 'Lifestyle Factors']","['cardiovascular disease', ""Life's Essential 8"", 'mHealth']"
NCT02234531,"IRCCS San Camillo, Venezia, Italy",OTHER,Comparison Study of 'Virtual Teacher' Support for Rehabilitation After Stroke.,COMPLETED,,"[{'name': 'Società Italiana di Fisioterapia (SIF)', 'class': 'UNKNOWN'}, {'name': 'Ministry of Health, Italy', 'class': 'OTHER_GOV'}]",True,,,NA,['Stroke'],"['Virtual Reality,', 'Enhanced Feedback,', 'Stroke,', 'Rehabilitation,', 'Motor Learning']"
NCT06191952,Ludwig-Maximilians - University of Munich,OTHER,Davos Alzheimer's Collaborative Healthcare System Preparedness to Increase Cognitive Assessment Rates for Older Adults,RECRUITING,,"[{'name': 'ki:elements', 'class': 'UNKNOWN'}, {'name': 'Hoffmann-La Roche', 'class': 'INDUSTRY'}, {'name': 'Eisai Limited', 'class': 'INDUSTRY'}, {'name': 'Johanniter-Unfall-Hilfe e.V.', 'class': 'UNKNOWN'}, {'name': 'University of Southern California', 'class': 'OTHER'}]",,False,False,NA,"['Subjective Cognitive Decline', 'Alzheimer Dementia']","['Subjective Cognitive Decline', 'Mild Cognitive Impairment', 'Community Setting', 'Digital Cognitive Tests', 'Blood Biomarker']"
NCT05074498,"TrueBinding, Inc.",INDUSTRY,"Study to Assess the Safety, Tolerability, Pharmacokinetics, Pharmacodynamics, and Efficacy of TB006 in Participants With Alzheimer's Disease",COMPLETED,,,,True,False,PHASE1,"[""Alzheimer's Disease""]","['TB006', 'pharmacokinetics', 'pharmacodynamics', 'immunogenicity', ""mild to severe Alzheimer's Disease""]"
NCT05074771,Camlin Ltd,INDUSTRY,At Home REhabilitation and Monitoring of People in poST-covid Condition Through ARc-inTellicare Platform (RESTART/RICOMINCIARE),COMPLETED,,"[{'name': 'Università Politecnica delle Marche', 'class': 'OTHER'}]",False,False,False,NA,"['Post-COVID19', 'Parkinson Disease']",['COVID19 Parkinson Home Rehabilitation']
NCT02872454,University of Michigan,OTHER,Psychotherapeutic Text Messaging for Depression Pilot Study,COMPLETED,,,False,,,NA,['Major Depression'],"['Major Depression', 'Text Messaging', 'Guided Self-Help']"
NCT00549679,GlaxoSmithKline,INDUSTRY,Study To Evaluate Safety And Tolerability Of GSK256066 In Chronic Obstructive Pulmonary Disease (COPD) Patients,COMPLETED,,,False,,,PHASE2,"['Pulmonary Disease, Chronic Obstructive']","['Chronic Obstructive Pulmonary Disease (COPD)', 'COPD', 'Repeat Dose', 'GSK256066']"
NCT06421402,Institut d'Investigacions Biomèdiques August Pi i Sunyer,OTHER,K-HEALTH in AIR - Barcelona Pilot - Cohort,ENROLLING_BY_INVITATION,,"[{'name': 'Hospital Clinic of Barcelona', 'class': 'OTHER'}]",False,False,False,,"['Severe Asthma', 'COPD']","['Prevention of Unplanned Hospital Admissions', 'Nurse Case Manager', 'COPD', 'Severe Asthma', 'Integrated Care', 'Digital support', 'Indoor Air Quality']"
NCT05174468,Breathe BioMedical Inc,INDUSTRY,Analysis of Volatile Chemicals in Lung Cancer Screen-Eligible Subjects Using Infrared Spectroscopy,TERMINATED,Change in sponsor's business strategy (disease focus changed to breast cancer),"[{'name': 'West Virginia University', 'class': 'OTHER'}]",False,False,False,,['Lung Cancer'],"['Breath Analysis', 'Volatile Organic Compounds', 'Infrared Spectroscopy']"
NCT06564233,care.coach corporation,INDUSTRY,RCT Supportive Care Outpatient RIC HCT,NOT_YET_RECRUITING,,"[{'name': 'Dana-Farber Cancer Institute', 'class': 'OTHER'}]",False,False,False,NA,"['Hematopoietic Stem Cell Transplantation', 'Cancer']","['health coaching', 'conversational relational agents']"
NCT01712074,Pfizer,INDUSTRY,Study Evaluating TheSafety And Efficacy Of PF-05212377 Or Placebo In Subjects With Alzheimer's Disease With Existing Neuropsychiatric Symptoms On Donepezil,TERMINATED,"The study was terminated October 23, 2015 as pre-specified, interim analysis futility criteria were met. The termination was not due to safety concerns.",,True,,,PHASE2,"[""Alzheimer's Disease""]","['Randomized', 'Double Blind', 'Safety and Efficacy']"
NCT01325259,"University Hospital, Tours",OTHER,FluoroAv45 Imaging Research-in Alzheimer's Disease,COMPLETED,,,True,,,PHASE2,"[""Alzheimer's Disease"", 'Mild Cognitive Impairment']",
NCT06820008,"University of Dublin, Trinity College",OTHER,Measurement and Impact of Physical Impairment in Amyotrophic Lateral Sclerosis: Use of Digital Technologies - a Precision ALS Project,RECRUITING,,"[{'name': 'Beaumont Hospital', 'class': 'OTHER'}]",False,False,False,,"['Amyotrophic Lateral Sclerosis', 'Motor Neurone Disease']","['ALS', 'PrecisionALS', 'Digital technologies', 'speech', 'swallow', 'dexterity', 'mobility', 'respiration', 'remote measurement', 'MND', 'outcome measurement']"
NCT04376346,"University of Colorado, Denver",OTHER,Preventing Alcohol Exposed Pregnancy Among Urban Native Young Women: Mobile CHOICES,COMPLETED,,"[{'name': 'National Institute on Alcohol Abuse and Alcoholism (NIAAA)', 'class': 'NIH'}]",True,False,False,NA,['Alcohol Exposed Pregnancy'],
NCT05579158,Hanyang University,OTHER,Effects of Time-restricted Eating Supported by Mobile Technology in Patients With Non-alcoholic Fatty Liver Disease: Randomized Controlled Trial,COMPLETED,,"[{'name': 'National Institute of Health, Korea', 'class': 'OTHER_GOV'}]",,False,False,NA,"['Non-Alcoholic Fatty Liver Disease', 'Time Restricted Feeding', 'Mobile Technology']",
NCT04701177,Greece 2021 Committee,OTHER_GOV,"Digitally-enhanced, Decentralized, Multi-omics Observational Cohort",ENROLLING_BY_INVITATION,,"[{'name': 'Ionian University', 'class': 'OTHER'}, {'name': ""Greek Alzheimer's Association and Related Disorders"", 'class': 'OTHER'}]",True,False,True,,"['Presymptomatic Disease', 'Mild Cognitive Impairment', 'Memory Loss (Excluding Dementia)', 'Cognitive Change', 'Dementia', 'Alzheimer Disease', ""Parkinson's Disease and Parkinsonism""]",['Digital Biomarkers']
NCT03794141,Natural Resources Institute Finland,OTHER_GOV,Genetic Information as a Life Style Change Motivator,COMPLETED,,"[{'name': 'University of Turku', 'class': 'OTHER'}, {'name': 'University of Eastern Finland', 'class': 'OTHER'}, {'name': 'Academy of Finland', 'class': 'OTHER'}]",,False,False,NA,"['Health Behavior', 'Alzheimer Disease, Protection Against']",
NCT05811338,Weill Medical College of Cornell University,OTHER,Center for Research and Education on Aging and Technology Enhancement - CREATE V,NOT_YET_RECRUITING,,"[{'name': 'National Institute on Aging (NIA)', 'class': 'NIH'}]",True,False,False,NA,['Mild Cognitive Impairment'],['Technology']
NCT03905863,Inotec AMD Limited,INDUSTRY,The Effect of Natrox® Oxygen Wound Therapy on the Healing Rate of Chronic Diabetic Foot Ulcers,COMPLETED,,"[{'name': 'SerenaGroup, Inc.', 'class': 'NETWORK'}]",False,False,True,NA,"['Diabetic Foot Ulcer', 'Surgical Wound']","['topical oxygen', 'topical oxygen treatment', 'diabetic foot ulcer', 'non-healing wound', 'surgical site', 'pain', 'wound size', 'healing', 'infection']"
NCT06327555,Peking University Third Hospital,OTHER,Study on the Effect of Telerehabilitation Using Wearable Devices After ACL Reconstruction,RECRUITING,,"[{'name': 'Peking Union Medical College Hospital', 'class': 'OTHER'}, {'name': 'Peking University First Hospital', 'class': 'OTHER'}]",True,False,False,NA,['Anterior Cruciate Ligament Reconstruction'],
NCT05551741,Immunobrain Checkpoint,INDUSTRY,A First in Human Study of IBC-Ab002 in Persons With Early Alzheimer's Disease (AD),ACTIVE_NOT_RECRUITING,,"[{'name': 'National Institute on Aging (NIA)', 'class': 'NIH'}, {'name': ""Alzheimer's Association"", 'class': 'OTHER'}]",True,False,False,PHASE1,"[""Alzheimer's Disease""]","['anti-PD-L1 monoclonal antibody', 'IBC-Ab002', ""early Alzheimer's Disease""]"
NCT04899960,Hacettepe University,OTHER,Drug-Related Problems in Neonatal Patients,UNKNOWN,,,False,False,False,NA,"['Neonatal Intensive Care Unit', 'Medication Errors', 'Drug-Related Problems', 'Adverse Drug Event', 'Drug-Drug Interaction', 'Clinical Pharmacy', 'Machine Learning']",
NCT01369225,Pfizer,INDUSTRY,Open Label Extension Study Evaluating Safety and Tolerability of AAB-003 (PF-05236812) in Subject With Mild to Moderate Alzheimer's Disease,COMPLETED,,"[{'name': 'JANSSEN Alzheimer Immunotherapy Research & Development, LLC', 'class': 'INDUSTRY'}]",False,,,PHASE1,"[""Alzheimer's Disease""]","['Randomized', 'Safety Study', 'Open Label']"
